record - leader,001,008,035,040,245,260,310,336,337,338,653,264,996,998,650,710,246,500,775,022,247,321,580,546,521,900,300,490,700,041,773,981,711,856,110,901,692,250,525,600,983,505
00874nab a2200253u  4500,993408610101480,820909s1981    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000340861LBS01-Aleph^$ $ $a783507^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)993408610101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$4$aEen opinieonderzoek bij de Belgische bevolking over de toekomst van het land,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1981,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ad,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a76 p.,"^$1$ $aCEPESS-documenten$ $ $v20,6",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498026LBS01-Aleph$ $ $gno:001436326,^$ $ $aNZJOURN123,,,,,,,,,,
01126nas  2200253u  4500,993706450101480,820909s1981    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000370645LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)993706450101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$0$0$aCampus$ $ $bkwartaalschrift voor Vlaamse Universiteitspastoraal.$ $ $61187544,^$ $ $aLeuven$ $ $bVereniging universitaire parochies$ $ $c[1982]-2000,^$ $ $aUnknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,^$ $7$2UDC$ $ $a25 <05>$ $ $xPastoraaltheologie--Tijdschriften^$ $7$2VLP$ $ $a845 Religie,,,,^$1$8$w(BeLVLBS)000370629LBS01-Aleph$ $ $tUP : VUP-blad : Vereniging universitaire parochies$ $ $478004^$1$8$w(BeLVLBS)000454757LBS01-Aleph$ $ $tKUC : maandblad van het Katoliek universitair centrum.$ $ $478004^$1$8$w(BeLVLBS)001792393LBS01-Aleph$ $ $tDe dauw.$ $ $478004,,,,"^$ $ $aSamensmelting van : UP : VUP-blad : Vereniging universitaire parochies, en : De dauw, en : KUC : maandblad van het Katholiek universitair centrum",,,,,,,,,^$ $ $aNZJOURN123,,,,,,,,,,
00952nas  2200241u  4500,994255900101480,831021d19811983be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000425590LBS01-Aleph^$ $ $a984804^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994255900101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aKatholieke wereld : tijdschrift voor internationale katholieke informatie.$ $ $6116091,^$ $ $aBeveren$ $ $bOrbis en Orion$ $ $c1981-1983,^$ $ $aMonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,^$ $7$2UDC$ $ $a2$ $ $xGodsdienst. Theologie^$ $7$2UDC$ $ $a2 <05>$ $ $xGodsdienst. Theologie--Tijdschriften^$ $7$2KUL$ $ $a#ANTILTP9506,,,,^$1$8$w(BeLVLBS)000425583LBS01-Aleph$ $ $tInzicht : tijdschrift voor internationale katholieke informatie$ $ $4780,,,,^$ $ $aVoortzetting van: Inzicht: tijdschrift voor internationale katholieke informatie,,,,,,,,,,,,,,,,,,,
01321nas  2200325u  4500,994395620101480,831219d19811995be zr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000439562LBS01-Aleph^$ $ $a1015982^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994395620101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aWereldbrief.$ $ $6932298,^$ $ $aAntwerpen$ $ $bWereldbrief$ $ $c1981-1995,^$ $ $aOther,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,^$ $7$2UDC$ $ $a266 <05>$ $ $xMissies. Evangelisatie. Zending--Tijdschriften^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,^$2$ $aBroederlijk delen$ $ $cBrussel$ $ $4oth^$2$ $aComité van de missionerende instituten$ $ $4oth^$2$ $aPax Christi$ $ $cVlaanderen$ $ $4oth^$2$ $aKommissie rechtvaardigheid en vrede$ $ $4oth^$2$ $aWereldwijd$ $ $4oth,,^$ $ $aBroederlijk delen; Comité van de missionerende instituten; Pax Christi Vlaanderen; Kommissie rechtvaardigheid en vrede; Wereldwijd,,,,,^$ $ $aVanaf 1996 opgenomen in: De vijgeboom: tijdschrift voor strijd en inkeer,,,,,,,,^$1$8$w(BeLVLBS)000449840LBS01-Aleph$ $ $tDe vijgeboom : tijdschrift voor strijd en inkeer$ $ $4773,,,,,,,,,,,
00583nas  2200205u  4500,994725790101480,840515q19821984be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000472579LBS01-Aleph^$ $ $a1096176^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994725790101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aSpellenkrant.$ $ $61201882,,^$ $ $aQuarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1982-[1984]^$ $1$aLeuven$ $ $bIFS$ $ $31982-[1984].,^$ $ $aKADOC$ $ $bphysical$ $ $c202004$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00809nas  2200241u  4500,994746070101480,840524q19831984fr zr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)000474607LBS01-Aleph^$ $ $a1101500^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994746070101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aInformations education.$ $ $613099035,^$ $ $aParis$ $ $bCentre catholique international pour l'Unesco$ $ $c[1983]-[1984],^$ $ $aUnknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,^$ $7$2KUL$ $ $a#ANTIL0207,^$2$ $aCentre catholique international pour l'UNESCO$ $ $4oth^$2$ $aInternational center for UNESCO$ $ $4oth,^$1$1$aEducation news,^$ $ $aInternational centre for UNESCO,,,,,,,,,,,,,,,,,,,,,,,,
01276nas  2200361u  4500,994746570101480,840524d19821985be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000474657LBS01-Aleph^$ $ $a1101650^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994746570101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aKomma : 'n progressief maandblad.$ $ $6486837,^$ $ $aAntwerpen$ $ $bKomma$ $ $c1982-[1984],^$ $ $aMonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1982-1985^$ $1$aAntwerpen$ $ $bKomma,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,^$2$ $aBevrijdings pers agentschap$ $ $4oth^$2$ $aElcker-Ik federatie$ $ $4oth^$2$ $aOxfam-Wereldwinkels$ $ $4oth,,^$ $ $aBevrijdings pers agentschap^$ $ $aElcker-Ik federatie^$ $ $aOxfam-Wereldwinkels^$ $ $aCorporaties varieren,^$1$8$w(BeLVLBS)000485377LBS01-Aleph$ $ $tBPA-bulletin$ $ $4780^$1$8$a(BeLVLBS)001562887LBS01-Aleph$ $ $tElcker-Ik: volksontwikkeling in de sociale en politieke praktijk$ $ $4780,^$ $ $a0771-9280,,,^$ $ $aVoortzetting van: BPA-bulletin en Elcker-Ik: volksontwikkeling in de sociale en politieke praktijk,,,,,,,,,^$ $ $aNZJOURN123,,,,,,,,,,
00718nas  2200217u  4500,994872140101480,840524d19821985be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000487214LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994872140101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$0$0$aNVK nieuws.$ $ $6505144,^$ $ $aAntwerpen$ $ $bNationaal verbond voor kaderpersoneel$ $ $c1981-1986,^$ $ $aMonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,^$2$ $aLBC-NVK$ $ $gLandelijke bedienden centrale - Nationaal verbond voor kaderpersoneel$ $ $4oth,,^$ $ $aNVK aangesloten bij LBC^$ $ $aUitgave stopgezet,,,,,,,,,,,,,,^$ $ $aNZJOURN123,,,,,,,,,,
00782nas  2200229u  4500,994914350101480,840806q19841985ne ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000491435LBS01-Aleph^$ $ $a1141599^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994914350101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aOecumene.,^$ $ $aAmersfoort$ $ $bDe Horstink$ $ $c1984-[1985],^$ $ $aUnknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,^$ $7$2UDC$ $ $a23 <05>$ $ $xDogmatiek. Systematische theologie. Theologie:--in strikte zin--Tijdschriften,^$2$ $aSint Willibrord vereniging 's-Hertogenbosch$ $ $4oth,,^$ $ $aSint Willibrord vereniging 's-Hertogenbosch,,^$ $ $a0168-5996,,,,,,,,,,,,,,,,,,,,,,
00840nab a2200253u  4500,994980070101480,840831s1982    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000498007LBS01-Aleph^$ $ $a1157621^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980070101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aChristen-democratie in Latijns-Amerika,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1982,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a304 p.,"^$1$ $aCEPESS-documenten$ $ $v21,5-6",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498020LBS01-Aleph$ $ $gno:001436366,^$ $ $aNZJOURN123,,,,,,,,,,
00864nab a2200253u  4500,994980100101480,840831s1982    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000498010LBS01-Aleph^$ $ $a1157627^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980100101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aSociale zekerheid en tewerkstelling : een jaar bijzondere machten,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1982,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a89 p.,"^$1$ $aCEPESS-documenten$ $ $v21,4",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498020LBS01-Aleph$ $ $gno:001436366,^$ $ $aNZJOURN123,,,,,,,,,,
00851nab a2200253u  4500,994980180101480,840831s1982    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000498018LBS01-Aleph^$ $ $a1157644^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980180101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$3$aDe toekomst van België : aanvullend opinieonderzoek,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1982,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a61 p.,"^$1$ $aCEPESS-documenten$ $ $v21,3",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498020LBS01-Aleph$ $ $gno:001436366,^$ $ $aNZJOURN123,,,,,,,,,,
00767nab  2200241u  4500,994980200101480,840831s1982    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000498020LBS01-Aleph^$ $ $a1157648^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980200101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aFeiten en documenten 1981,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1982,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a198 p.,"^$1$ $aCEPESS-documenten$ $ $v21,1-2",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host,^$ $ $aNZJOURN123,,,,,,,,,,
00852nab a2200253u  4500,994980240101480,840831s1981    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000498024LBS01-Aleph^$ $ $a1157656^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980240101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aVerkiezingsprogramma's en regeringsverklaring 1981,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1981,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a269 p.,"^$1$ $aCEPESS-documenten$ $ $v20,4-5",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498026LBS01-Aleph$ $ $gno:001436326,^$ $ $aNZJOURN123,,,,,,,,,,
00812nab a2200253u  4500,994980250101480,840831s1981    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000498025LBS01-Aleph^$ $ $a1157659^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980250101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aConcurrentie,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1981,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a188 p.,"^$1$ $aCEPESS-documenten$ $ $v20,3",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498026LBS01-Aleph$ $ $gno:001436326,^$ $ $aNZJOURN123,,,,,,,,,,
00767nab  2200241u  4500,994980260101480,840831s1981    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000498026LBS01-Aleph^$ $ $a1157661^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980260101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aFeiten en documenten 1980,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1981,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a242 p.,"^$1$ $aCEPESS-documenten$ $ $v20,1-2",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host,^$ $ $aNZJOURN123,,,,,,,,,,
00907nas  2200205u  4500,995016560101480,840831s1981    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000501656LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995016560101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$0$0$aWorld Council of Churches. Women in church and society. Women in a changing world$ $ $61203014,^$ $ $aGeneva$ $ $bWorld council of churches$ $ $c1983-[1991],^$ $ $aUnknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,^$ $7$2UDC$ $ $a266 <05>$ $ $xMissies. Evangelisatie. Zending--Tijdschriften,^$2$ $aWorld Council of Churches. Women in Church and Society$ $ $4oth,,,,,,,^$ $ $aFusion with: WCC. Education and renewal unit. Youth and: WCC. Church and society newsletter and: WCC. Programme to combat racism and: WCC. CCPD: for a change ...,,,,,,,,,,,,,,,,,,,
00894nas  2200253u  4500,995115660101480,841009c19849999be qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)000511566LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995115660101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aSolidarité-Orient$ $ $613061186,,^$ $ $aQuarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1984]-^$ $1$aBruxelles$ $ $bSolidarité-Orient$ $ $3[1984]-,^$ $ $aKADOC$ $ $bphysical$ $ $c202006$ $ $9local,,^$ $7$2UDC$ $ $a23 <05>$ $ $xDogmatiek. Systematische theologie. Theologie:--in strikte zin--Tijdschriften^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,,,,^$1$8$w(BeLVLBS)000071226LBS01-Aleph$ $ $tOeuvre d'Orient$ $ $4780,^$ $ $a0776-8524,,,^$ $ $aVoorzetting van: Oeuvre d'Orient,,,,,,,,,,,,,,,,,,,
00898nam  2200253u  4500,995178620101480,841022s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000517862LBS01-Aleph^$ $ $a1206462^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995178620101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"^$0$0$aGodeliph, 1084-1984.",^$ $ $aTielt$ $ $bLannoo$ $ $c1984$ $ $eTielt$ $ $fLannoo,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af,^$ $7$2UDC$ $ $a235.3 GODELIEVE$ $ $xHagiografie--GODELIEVE^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aChristelijk Vlaams kunstenaarsverbond$ $ $4oth,,^$ $ $aChristelijk Vlaams kunstenaarsverbond,,,,,,,,,^$ $ $ap. 145-198.$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v200,"^$1$ $aDe Puydt, Raoul Maria$ $ $4edt",,,,,,,,,,,,,
00825nab  2200253u  4500,995366420101480,841130s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000536642LBS01-Aleph^$ $ $a1256783^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366420101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aFeiten en documenten 1983,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1984,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a214 p.,"^$1$ $aCEPESS-documenten$ $ $v23,2",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000536645LBS01-Aleph$ $ $gno:001436435,^$ $ $aNZJOURN123,,,,,,,,,,
01056nab a2200301u  4500,995366450101480,770101s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000536645LBS01-Aleph^$ $ $a1256789^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366450101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$3$aDe rijksbegroting in België,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1984,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af,^$ $7$2KUL$ $ $a#SBIB:35H220$ $ $xFinancieel management bij de overheid: algemene werken^$ $7$2KUL$ $ $a#SBIB:35H6019$ $ $xBestuur en beleid: nationale en regionale studies: België^$ $7$2KUL$ $ $a#SBIB:IO,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a178 p.,"^$1$ $aCEPESS-documenten$ $ $v23,1","^$1$ $aVan de Voorde, A.$ $ $4aut^$1$ $aStienlet, G.$ $ $4aut",,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host,^$ $ $aNZJOURN123,,,,,,,,,,
00780nab  2200229u  4500,995366500101480,770101s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000536650LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366500101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$0$0$aOver ether en inkt : bijdragen over de media.,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1983,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a225 p.,"^$1$ $aCEPESS-documenten$ $ $v22,3-4",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000536657LBS01-Aleph$ $ $gno:001436411,^$ $ $aNZJOURN123,,,,,,,,,,
00841nab a2200253u  4500,995366520101480,841130s1983    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000536652LBS01-Aleph^$ $ $a1256817^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366520101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aFamiliale progressiviteit van de belasting,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1983,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a60 p.,"^$1$ $aCEPESS-documenten$ $ $v22,2",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000536657LBS01-Aleph$ $ $gno:001436411,^$ $ $aNZJOURN123,,,,,,,,,,
00765nab  2200241u  4500,995366570101480,841130s1983    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000536657LBS01-Aleph^$ $ $a1256827^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366570101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aFeiten en documenten 1982,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1983,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aSpecial issues,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a122 p.,"^$1$ $aCEPESS-documenten$ $ $v22,1",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host,^$ $ $aNZJOURN123,,,,,,,,,,
00809nas  2200241u  4500,995588110101480,850128d19812003be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000558811LBS01-Aleph^$ $ $a1314208^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995588110101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$0$0$aOntmoeting : annalen van het Kind Jezus.,^$ $ $aTongeren$ $ $bZusters van de HH. Harten$ $ $c1981-2003,^$ $ $aBimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af,,,,^$ $ $aTijdschrift is stopgezet,^$1$8$w(BeLVLBS)000782371LBS01-Aleph$ $ $tAnnalen van het Kind Jezus$ $ $4780,^$ $ $a0772-6996,,,^$ $ $aVoortzetting van: Annalen van het Kind Jezus,,,,,,,,,,,,,,,,,,,
